ProductID,ProductName,ProductCategory,Weight_KG,RequiredStrength_Level,FragilityLevel,MoistureRequired,OxygenSensitivity,ShippingDistance_KM,ShelfLife_Months,PreferredBiodegradable,PreferredRecyclable,MaxBudgetPerUnit_USD
557,Goat Cheese Log 150g,Milk & Dairy,0.15,4,3,8,7,1200,2.0,1,1,0.65
558,Fresh Mozzarella 125g,Milk & Dairy,0.125,4,4,8,7,800,1.0,1,1,0.5
559,Burrata 250g,Milk & Dairy,0.25,4,4,8,7,900,1.0,1,1,0.75
560,Labneh 200g,Milk & Dairy,0.2,4,3,8,7,1000,2.0,1,1,0.45
561,Cottage Cheese 200g,Milk & Dairy,0.2,4,3,8,7,700,1.0,1,1,0.35
562,Ricotta Salata 200g,Milk & Dairy,0.2,5,2,6,6,1300,6.0,1,1,0.55
563,Manchego Cheese 200g,Milk & Dairy,0.2,5,2,6,6,1400,6.0,1,1,0.6
564,Emmental Cheese 200g,Milk & Dairy,0.2,5,2,6,6,1500,6.0,1,1,0.5
565,Gruyere Cheese 200g,Milk & Dairy,0.2,5,2,6,6,1600,6.0,1,1,0.65
566,Fontina Cheese 200g,Milk & Dairy,0.2,5,2,6,6,1700,4.0,1,1,0.6
567,Provolone Cheese 200g,Milk & Dairy,0.2,5,2,6,6,1800,6.0,1,1,0.55
568,Smoked Gouda 200g,Milk & Dairy,0.2,5,2,6,6,1900,6.0,1,1,0.6
569,Halloumi Cheese 250g,Milk & Dairy,0.25,6,2,6,6,2000,6.0,1,1,0.7
570,Feta in Brine 200g,Milk & Dairy,0.2,5,3,8,7,1100,3.0,1,1,0.5
571,Smoked Salmon 200g,Chilled & Fresh,0.2,6,4,6,6,1500,2.0,1,1,3.5
572,Smoked Trout 200g,Chilled & Fresh,0.2,6,4,6,6,1400,2.0,1,1,3.2
573,Prawns Cooked 300g,Chilled & Fresh,0.3,6,4,8,7,1600,1.0,1,1,4.0
574,Mussels Cooked 500g,Chilled & Fresh,0.5,6,4,8,7,1700,1.0,1,1,3.8
575,Clams Cooked 400g,Chilled & Fresh,0.4,6,4,8,7,1800,1.0,1,1,4.2
576,Octopus Cooked 500g,Chilled & Fresh,0.5,7,4,7,7,1900,2.0,1,1,5.5
577,Squid Rings 300g,Chilled & Fresh,0.3,6,4,7,7,2000,2.0,1,1,4.8
578,Calamari Frozen 400g,Frozen Food,0.4,6,4,7,7,2100,6.0,1,1,4.5
579,Shrimp Tempura 300g,Frozen Food,0.3,5,4,7,7,2200,6.0,1,1,5.0
580,Fish Fingers 500g,Frozen Food,0.5,6,4,6,6,2300,9.0,1,1,2.8
581,Organic Chicken Breast 500g,Chilled & Fresh,0.5,7,3,6,6,1200,3.0,1,1,4.5
582,Organic Turkey Breast 500g,Chilled & Fresh,0.5,7,3,6,6,1300,4.0,1,1,5.0
583,Lamb Chops 400g,Chilled & Fresh,0.4,7,3,6,6,1400,3.0,1,1,6.5
584,Pork Tenderloin 500g,Chilled & Fresh,0.5,7,3,6,6,1500,3.0,1,1,5.8
585,Beef Mince 500g,Chilled & Fresh,0.5,7,2,6,6,1600,2.0,1,1,6.0
586,Organic Eggs 6pcs,Chilled & Fresh,0.3,5,4,8,8,400,0.75,1,1,1.2
587,Duck Breast 300g,Chilled & Fresh,0.3,7,3,6,6,1700,3.0,1,1,7.5
588,Quail Eggs 12pcs,Chilled & Fresh,0.15,4,5,8,8,1800,1.0,1,1,2.0
589,Tofu Smoked 200g,Chilled & Fresh,0.2,5,3,8,7,1000,4.0,1,1,0.55
590,Tempeh 200g,Chilled & Fresh,0.2,5,2,7,6,1100,3.0,1,1,0.6
591,Seitan 300g,Chilled & Fresh,0.3,6,2,6,6,1200,4.0,1,1,0.65
592,Jackfruit Prepared 400g,Chilled & Fresh,0.4,5,3,8,7,800,2.0,1,1,0.45
593,Plantain Chips 100g,Bakery & Snacks,0.1,3,2,3,3,1400,9.0,1,1,0.3
594,Yuca Chips 100g,Bakery & Snacks,0.1,3,2,3,3,1500,9.0,1,1,0.35
595,Kettle Cooked Chips 150g,Bakery & Snacks,0.15,3,2,4,3,1600,6.0,1,1,0.4
596,Tortilla Chips 200g,Bakery & Snacks,0.2,3,2,3,3,1700,9.0,1,1,0.32
597,Pita Chips 150g,Bakery & Snacks,0.15,3,2,3,3,1800,9.0,1,1,0.35
598,Rice Crackers 100g,Bakery & Snacks,0.1,3,2,3,3,1900,12.0,1,1,0.28
599,Seaweed Snacks 30g,Bakery & Snacks,0.03,2,3,7,7,2000,9.0,1,1,0.45
600,Mochi Rice Cakes 200g,Bakery & Snacks,0.2,3,3,6,6,2100,12.0,1,1,0.4
601,Sushi Rice 1kg,Grains & Staples,1.0,5,1,3,3,1100,12.0,1,1,0.35
602,Arborio Rice 1kg,Grains & Staples,1.0,5,1,3,3,1200,18.0,1,1,0.45
603,Jasmine Rice 1kg,Grains & Staples,1.0,6,1,2,2,1300,24.0,1,1,0.4
604,Couscous 500g,Grains & Staples,0.5,4,1,3,3,1000,18.0,1,1,0.3
605,Bulgur Wheat 500g,Grains & Staples,0.5,4,1,3,3,950,18.0,1,1,0.28
606,Farro 500g,Grains & Staples,0.5,5,1,3,3,1050,12.0,1,1,0.42
607,Freekeh 500g,Grains & Staples,0.5,5,1,3,3,1150,12.0,1,1,0.38
608,Wild Rice Blend 500g,Grains & Staples,0.5,5,1,2,2,1250,18.0,1,1,0.5
609,Lentils Red 500g,Pulses & Lentils,0.5,4,1,3,3,900,12.0,1,1,0.25
610,Lentils Green 500g,Pulses & Lentils,0.5,4,1,3,3,950,15.0,1,1,0.28
611,Black Eyed Peas 500g,Pulses & Lentils,0.5,5,1,3,3,850,12.0,1,1,0.3
612,Pinto Beans 500g,Pulses & Lentils,0.5,5,1,3,3,1000,18.0,1,1,0.32
613,Navy Beans 500g,Pulses & Lentils,0.5,5,1,3,3,1050,18.0,1,1,0.3
614,Lima Beans 500g,Pulses & Lentils,0.5,5,1,3,3,1100,18.0,1,1,0.35
615,Adzuki Beans 500g,Pulses & Lentils,0.5,4,1,3,3,1200,18.0,1,1,0.4
616,Edamame Frozen 500g,Frozen Food,0.5,4,3,8,7,1300,12.0,1,1,0.55
617,Frozen Okra 500g,Frozen Food,0.5,4,3,8,7,1100,12.0,1,1,0.45
618,Frozen Corn 500g,Frozen Food,0.5,4,2,7,6,1000,18.0,1,1,0.4
619,Frozen Cauliflower 500g,Frozen Food,0.5,4,3,8,7,1200,12.0,1,1,0.48
620,Frozen Brussels Sprouts 500g,Frozen Food,0.5,4,3,8,7,1150,12.0,1,1,0.5
621,Artichoke Hearts Canned 400g,Ready-to-Eat,0.4,4,3,8,7,1400,24.0,1,1,0.6
622,Hearts of Palm 400g,Ready-to-Eat,0.4,4,3,8,7,1500,24.0,1,1,0.65
623,Bamboo Shoots 400g,Ready-to-Eat,0.4,4,2,7,6,1600,18.0,1,1,0.35
624,Water Chestnuts 300g,Ready-to-Eat,0.3,4,3,8,7,1700,18.0,1,1,0.4
625,Roasted Seaweed Sheets 50g,Bakery & Snacks,0.05,2,3,6,6,2000,12.0,1,1,0.45
626,Rice Crackers Spicy 150g,Bakery & Snacks,0.15,3,2,3,3,1800,12.0,1,1,0.35
627,Wasabi Peas 100g,Bakery & Snacks,0.1,3,2,4,4,1900,12.0,1,1,0.4
628,Edamame Snacks 100g,Bakery & Snacks,0.1,3,2,4,4,1850,9.0,1,1,0.38
629,Tempeh Chips 100g,Bakery & Snacks,0.1,3,2,4,4,1750,6.0,1,1,0.45
630,Kale Chips 50g,Bakery & Snacks,0.05,2,4,8,8,1650,3.0,1,1,0.55
631,Matcha Cookies 150g,Bakery & Snacks,0.15,3,2,3,3,2100,9.0,1,1,0.5
632,Mochi Ice Cream 6pcs,Frozen Food,0.3,3,4,8,7,2200,6.0,1,1,1.2
633,Matcha Ice Cream 500ml,Frozen Food,0.45,4,3,8,7,2300,6.0,1,1,1.5
634,Mango Sorbet 500ml,Frozen Food,0.45,4,3,8,7,2000,6.0,1,1,1.0
635,Lemon Sorbet 500ml,Frozen Food,0.45,4,3,8,7,2100,6.0,1,1,1.1
636,Berry Sorbet 500ml,Frozen Food,0.45,4,3,8,7,2200,6.0,1,1,1.2
637,Coconut Yogurt 500g,Health & Wellness,0.5,4,3,8,7,1800,6.0,1,1,0.65
638,Cashew Yogurt 400g,Health & Wellness,0.4,4,3,8,7,1900,6.0,1,1,0.7
639,Almond Yogurt 400g,Health & Wellness,0.4,4,3,8,7,2000,6.0,1,1,0.68
640,Soy Yogurt 400g,Health & Wellness,0.4,4,3,8,7,1700,6.0,1,1,0.45
641,Kimchi 500g,Chilled & Fresh,0.5,4,3,8,7,800,3.0,1,1,0.75
642,Sauerkraut 500g,Chilled & Fresh,0.5,4,3,8,7,900,6.0,1,1,0.4
643,Pickled Beets 500g,Chilled & Fresh,0.5,4,3,7,6,1000,12.0,1,1,0.45
644,Pickled Cucumbers 500g,Chilled & Fresh,0.5,4,3,7,6,950,12.0,1,1,0.35
645,Kimchi Fried Rice 400g,Frozen Food,0.4,4,3,7,6,1100,6.0,1,1,1.0
646,Frozen Gyoza 500g,Frozen Food,0.5,5,3,7,6,1200,9.0,1,1,1.2
647,Vegetable Spring Rolls 400g,Frozen Food,0.4,4,4,7,6,1300,9.0,1,1,0.9
648,Frozen Wontons 400g,Frozen Food,0.4,4,4,7,6,1400,9.0,1,1,1.0
649,Ramen Noodle Soup Pack 85g,Ready-to-Eat,0.085,3,2,5,4,1500,12.0,1,1,0.25
650,Udon Noodles Dry 400g,Grains & Staples,0.4,4,2,5,4,1600,18.0,1,1,0.35
651,Soba Noodles 300g,Grains & Staples,0.3,4,2,5,4,1700,12.0,1,1,0.4
652,Rice Noodles 300g,Grains & Staples,0.3,4,2,5,4,1800,12.0,1,1,0.3
653,Bean Thread Noodles 200g,Grains & Staples,0.2,3,2,5,4,1900,18.0,1,1,0.28
654,Mung Bean Sprouts 200g,Fresh Produce,0.2,2,5,9,9,50,0.25,1,0,0.18
655,Bok Choy 500g,Fresh Produce,0.5,3,4,9,9,100,0.5,1,0,0.25
656,Napa Cabbage 1kg,Fresh Produce,1.0,3,3,9,9,150,1.0,1,0,0.28
657,Daikon Radish 1kg,Fresh Produce,1.0,3,3,8,8,200,2.0,1,0,0.3
658,Watercress Bunch 200g,Fresh Produce,0.2,2,5,9,9,100,0.25,1,0,0.22
659,Enoki Mushrooms 200g,Fresh Produce,0.2,2,5,9,9,120,0.5,1,0,0.35
660,Shiitake Mushrooms 200g,Fresh Produce,0.2,3,4,9,9,150,1.0,1,0,0.45
661,Dashi Powder 100g,Staples & Seasoning,0.1,2,1,2,2,2000,24.0,1,1,0.4
662,Mirin Cooking Wine 500ml,Staples & Seasoning,0.5,4,3,3,3,2100,24.0,1,1,0.45
663,Rice Vinegar 500ml,Staples & Seasoning,0.5,4,2,3,3,2200,36.0,1,1,0.35
664,Soy Sauce Low Sodium 500ml,Staples & Seasoning,0.5,4,2,4,4,2300,24.0,1,1,0.38
665,Tamari Gluten Free 500ml,Staples & Seasoning,0.5,4,2,4,4,2400,24.0,1,1,0.55
666,White Miso Paste 400g,Staples & Seasoning,0.4,4,2,6,5,2500,18.0,1,1,0.6
667,Red Miso Paste 400g,Staples & Seasoning,0.4,4,2,6,5,2600,18.0,1,1,0.65
668,Furikake Seasoning 50g,Staples & Seasoning,0.05,2,1,2,2,2700,24.0,1,1,0.5
669,Shichimi Togarashi 50g,Staples & Seasoning,0.05,2,1,2,2,2800,24.0,1,1,0.45
670,Sesame Seeds Toasted 100g,Staples & Seasoning,0.1,3,1,2,2,2900,24.0,1,1,0.35
671,Tofu Silk 300g,Chilled & Fresh,0.3,4,4,8,7,500,3.0,1,1,0.35
672,Tofu Firm 400g,Chilled & Fresh,0.4,5,3,8,7,600,5.0,1,1,0.4
673,Tofu Smoked 200g,Chilled & Fresh,0.2,4,3,8,7,700,4.0,1,1,0.5
674,Yuba Sheets 200g,Chilled & Fresh,0.2,4,2,6,5,800,6.0,1,1,0.6
675,Natto Fermented 50g,Chilled & Fresh,0.05,3,3,8,7,900,1.0,1,1,0.45
676,Kombu Seaweed Dried 50g,Staples & Seasoning,0.05,2,2,7,6,3000,36.0,1,1,0.55
677,Wakame Seaweed Dried 50g,Staples & Seasoning,0.05,2,3,8,7,3100,36.0,1,1,0.5
678,Nori Seaweed Sheets 50g,Staples & Seasoning,0.05,2,3,6,6,3200,24.0,1,1,0.6
679,Agar Agar Powder 100g,Staples & Seasoning,0.1,2,1,2,2,3300,36.0,1,1,0.4
680,Kudzu Root Powder 100g,Staples & Seasoning,0.1,2,1,2,2,3400,36.0,1,1,0.65
681,Maple Syrup 250ml,Staples & Seasoning,0.3,4,3,3,3,2500,24.0,1,1,1.2
682,Agave Nectar 350ml,Staples & Seasoning,0.35,4,3,3,3,2600,24.0,1,1,0.9
683,Coconut Sugar 500g,Staples & Seasoning,0.5,4,1,2,2,2700,18.0,1,1,0.45
684,Date Syrup 350ml,Staples & Seasoning,0.35,4,3,4,4,2800,12.0,1,1,0.55
685,Rice Syrup 350ml,Staples & Seasoning,0.35,4,2,3,3,2900,18.0,1,1,0.5
686,Quinoa Milk 1L,Health & Wellness,1.0,5,3,8,7,3000,6.0,1,1,0.75
687,Buckwheat Milk 1L,Health & Wellness,1.0,5,3,8,7,3100,6.0,1,1,0.8
688,Spelt Milk 1L,Health & Wellness,1.0,5,3,8,7,3200,6.0,1,1,0.85
689,Millet Milk 1L,Health & Wellness,1.0,5,3,8,7,3300,6.0,1,1,0.7
690,Amaranth Milk 1L,Health & Wellness,1.0,5,3,8,7,3400,6.0,1,1,0.78
691,Teff Flour 500g,Grains & Staples,0.5,5,1,3,3,3500,12.0,1,1,0.55
692,Sorghum Flour 500g,Grains & Staples,0.5,5,1,3,3,3600,12.0,1,1,0.45
693,Teff Grain 500g,Grains & Staples,0.5,5,1,3,3,3700,12.0,1,1,0.6
694,Millet Grain 500g,Grains & Staples,0.5,5,1,3,3,3800,15.0,1,1,0.35
695,Fonio Grain 500g,Grains & Staples,0.5,5,1,3,3,3900,12.0,1,1,0.65
696,Kamut Flour 500g,Grains & Staples,0.5,6,1,3,3,4000,12.0,1,1,0.55
697,Spelt Berries 500g,Grains & Staples,0.5,6,1,3,3,4100,18.0,1,1,0.5
698,Einkorn Berries 500g,Grains & Staples,0.5,6,1,3,3,4200,18.0,1,1,0.6
699,Emmer Flour 500g,Grains & Staples,0.5,6,1,3,3,4300,12.0,1,1,0.58
700,Rye Flour 1kg,Grains & Staples,1.0,6,1,3,3,4400,12.0,1,1,0.4
701,Aashirvaad Superior MP Atta 1kg,Grains & Staples,1.0,6,1,2,2,900,12.0,1,1,0.38
702,Aashirvaad Sharbati Atta 1kg,Grains & Staples,1.0,6,1,2,2,950,12.0,1,1,0.42
703,Aashirvaad Multigrains Atta 1kg,Grains & Staples,1.0,7,1,2,2,1000,12.0,1,1,0.45
704,Aashirvaad Ready Rava Idli 500g,Grains & Staples,0.5,4,1,3,3,850,9.0,1,1,0.28
705,Aashirvaad Ready Dosa Mix 500g,Grains & Staples,0.5,4,1,3,3,900,9.0,1,1,0.3
706,Sunfeast Marie Gold Biscuits 250g,Bakery & Snacks,0.25,3,2,3,3,1100,12.0,1,1,0.25
707,Sunfeast Glucose Biscuits 250g,Bakery & Snacks,0.25,3,2,3,3,1050,12.0,1,1,0.22
708,Sunfeast Bourbon Biscuits 150g,Bakery & Snacks,0.15,3,2,3,3,1200,9.0,1,1,0.28
709,Sunfeast Choco Stick Biscuits 75g,Bakery & Snacks,0.075,3,2,4,3,1300,9.0,1,1,0.18
710,Sunfeast Mom's Magic Cookies 150g,Bakery & Snacks,0.15,4,3,4,3,1250,9.0,1,1,0.35
711,Yippee Magic Masala Noodles 70g,Ready-to-Eat,0.07,4,2,5,4,1400,6.0,1,1,0.18
712,Yippee Classic Magic Masala 140g,Ready-to-Eat,0.14,4,2,5,4,1350,6.0,1,1,0.32
713,Yippee! Power Up Atta Masala 70g,Ready-to-Eat,0.07,4,2,5,4,1450,6.0,1,1,0.2
714,Yippee! Mood Masala 70g,Ready-to-Eat,0.07,4,2,5,4,1500,6.0,1,1,0.22
715,Yippee! Pasta Magic Masala 70g,Ready-to-Eat,0.07,4,2,5,4,1400,6.0,1,1,0.2
716,Ashirvaad Ready Meals Dal Makhani 300g,Ready-to-Eat,0.3,4,3,7,6,1000,9.0,1,1,0.4
717,Ashirvaad Ready Meals Paneer Makhani 300g,Ready-to-Eat,0.3,4,3,7,6,1050,9.0,1,1,0.45
718,Ashirvaad Ready Meals Rajma 300g,Ready-to-Eat,0.3,4,3,7,6,1100,9.0,1,1,0.38
719,Ashirvaad Ready Meals Chana Masala 300g,Ready-to-Eat,0.3,4,3,7,6,1150,9.0,1,1,0.38
720,B Natural Apple Juice 1L,Beverages,1.0,5,3,8,7,1400,6.0,1,1,0.55
721,B Natural Orange Juice 1L,Beverages,1.0,5,3,8,7,1450,6.0,1,1,0.55
722,B Natural Cranberry Juice 1L,Beverages,1.0,5,3,8,7,1500,6.0,1,1,0.65
723,B Natural Litchi Juice 1L,Beverages,1.0,5,3,8,7,1550,6.0,1,1,0.58
724,Real Fruit Juice Guava 1L,Beverages,1.0,5,3,8,7,1600,6.0,1,1,0.52
725,Sunfeast Farmlite Digestive Biscuits 150g,Bakery & Snacks,0.15,3,2,3,3,1300,12.0,1,1,0.35
726,Sunfeast Farmlite Oats Biscuits 150g,Bakery & Snacks,0.15,3,2,3,3,1350,12.0,1,1,0.38
727,Sunfeast Farmlite Multigrain Biscuits 150g,Bakery & Snacks,0.15,3,2,3,3,1400,12.0,1,1,0.4
728,Ashirvaad Sunfeast Bread White 400g,Bakery & Breakfast,0.4,4,4,6,6,200,0.2,1,1,0.28
729,Ashirvaad Sunfeast Bread Brown 400g,Bakery & Breakfast,0.4,4,4,6,6,200,0.22,1,1,0.32
730,Ashirvaad Sunfeast Bread Multigrain 400g,Bakery & Breakfast,0.4,4,4,6,6,200,0.25,1,1,0.35
731,Ashirvaad Instant Chole Masala 40g,Staples & Seasoning,0.04,2,1,2,2,1200,12.0,1,1,0.15
732,Ashirvaad Instant Dal Masala 40g,Staples & Seasoning,0.04,2,1,2,2,1150,12.0,1,1,0.15
733,Ashirvaad Instant Sambar Masala 40g,Staples & Seasoning,0.04,2,1,2,2,1100,12.0,1,1,0.18
734,Ashirvaad Iodised Salt 1kg,Staples & Seasoning,1.0,4,1,2,2,900,24.0,1,1,0.18
735,Ashirvaad Ready to Cook Biryani Masala 50g,Staples & Seasoning,0.05,2,1,2,2,1300,12.0,1,1,0.22
736,Sunfeast Farmlite Oats Cookies 100g,Bakery & Snacks,0.1,3,2,3,3,1400,9.0,1,1,0.3
737,Sunfeast Farmlite Digestive Cookies 100g,Bakery & Snacks,0.1,3,2,3,3,1350,9.0,1,1,0.28
738,Yippee! Power Up Green Apple Noodles 70g,Ready-to-Eat,0.07,4,2,5,4,1450,6.0,1,1,0.22
739,Yippee! Power Up Orange Noodles 70g,Ready-to-Eat,0.07,4,2,5,4,1500,6.0,1,1,0.22
740,Ashirvaad Ready Meals Biryani 300g,Ready-to-Eat,0.3,4,3,6,6,1200,9.0,1,1,0.45
741,Ashirvaad Ready Meals Pulao 300g,Ready-to-Eat,0.3,4,3,6,6,1150,9.0,1,1,0.42
742,B Natural Guava Juice 200ml,Beverages,0.2,4,3,8,7,1400,6.0,1,1,0.18
743,B Natural Pomegranate Juice 200ml,Beverages,0.2,4,3,8,7,1450,6.0,1,1,0.25
744,B Natural Watermelon Juice 1L,Beverages,1.0,5,3,8,7,1500,6.0,1,1,0.55
745,Real Fruit Juice Pineapple 1L,Beverages,1.0,5,3,8,7,1550,6.0,1,1,0.52
746,Sunfeast Glucose Energy Biscuits 250g,Bakery & Snacks,0.25,3,2,3,3,1200,12.0,1,1,0.28
747,Sunfeast Monaco Salt Biscuits 250g,Bakery & Snacks,0.25,3,2,3,3,1250,12.0,1,1,0.25
748,Sunfeast Monaco Masala Biscuits 250g,Bakery & Snacks,0.25,3,2,3,3,1300,12.0,1,1,0.28
749,Ashirvaad Instant Upma Mix 100g,Ready-to-Eat,0.1,3,2,4,4,900,9.0,1,1,0.22
750,Ashirvaad Instant Poha Mix 100g,Ready-to-Eat,0.1,3,2,4,4,950,9.0,1,1,0.22
751,Ashirvaad Instant Rava Dosa Mix 100g,Ready-to-Eat,0.1,3,2,4,4,1000,9.0,1,1,0.25
752,Yippee! Pasta Loop Surprise 70g,Ready-to-Eat,0.07,4,2,5,4,1400,6.0,1,1,0.2
753,Yippee! Pasta Penne Surprise 70g,Ready-to-Eat,0.07,4,2,5,4,1450,6.0,1,1,0.2
754,Sunfeast Dark Fantasy Creme Filled Biscuits 75g,Bakery & Snacks,0.075,3,3,4,3,1500,9.0,1,1,0.25
755,Sunfeast Dark Fantasy Choco Fills Cookies 300g,Bakery & Snacks,0.3,4,3,4,3,1550,9.0,1,1,0.95
756,Ashirvaad Ready Meals Hyderabadi Biryani 285g,Ready-to-Eat,0.285,4,3,6,6,1200,9.0,1,1,0.48
757,Ashirvaad Ready Meals Methi Chicken 300g,Ready-to-Eat,0.3,4,3,7,6,1250,9.0,1,1,0.5
758,Ashirvaad Ready Meals Chicken Curry 300g,Ready-to-Eat,0.3,4,3,7,6,1300,9.0,1,1,0.48
759,B Natural Peach Nectar 1L,Beverages,1.0,5,3,8,7,1600,6.0,1,1,0.55
760,B Natural Apricot Nectar 1L,Beverages,1.0,5,3,8,7,1650,6.0,1,1,0.58
761,Real Fruit Juice Musambi 1L,Beverages,1.0,5,3,8,7,1700,6.0,1,1,0.52
762,Real Fruit Juice Sweet Lime 1L,Beverages,1.0,5,3,8,7,1750,6.0,1,1,0.52
763,Sunfeast Farmlite Veggie Twist Cookies 100g,Bakery & Snacks,0.1,3,2,3,3,1400,12.0,1,1,0.32
764,Sunfeast Farmlite Oats & Honey Cookies 100g,Bakery & Snacks,0.1,3,2,3,3,1450,12.0,1,1,0.35
765,Ashirvaad Instant Gulab Jamun Mix 100g,Ready-to-Eat,0.1,3,3,6,5,900,12.0,1,1,0.25
766,Ashirvaad Instant Jalebi Mix 100g,Ready-to-Eat,0.1,3,3,6,5,950,12.0,1,1,0.28
767,Ashirvaad Instant Sooji Halwa Mix 100g,Ready-to-Eat,0.1,3,2,4,4,1000,12.0,1,1,0.25
768,Yippee! Power Up Gud Chana Noodles 70g,Ready-to-Eat,0.07,4,2,5,4,1500,6.0,1,1,0.22
769,Sunfeast Bounce Energy Biscuits 250g,Bakery & Snacks,0.25,3,2,3,3,1550,12.0,1,1,0.35
770,Sunfeast The Sport Nutrition Biscuits 250g,Bakery & Snacks,0.25,3,2,3,3,1600,12.0,1,1,0.38
771,Ashirvaad Ready Meals Vegetable Biryani 285g,Ready-to-Eat,0.285,4,3,7,6,1200,9.0,1,1,0.45
772,Ashirvaad Ready Meals Aloo Mutter 300g,Ready-to-Eat,0.3,4,3,8,7,1100,9.0,1,1,0.42
773,Ashirvaad Ready Meals Pav Bhaji 300g,Ready-to-Eat,0.3,4,3,7,6,1150,9.0,1,1,0.42
774,B Natural Strawberry Juice 200ml,Beverages,0.2,4,3,8,7,1650,6.0,1,1,0.22
775,B Natural Blueberry Juice 200ml,Beverages,0.2,4,3,8,7,1700,6.0,1,1,0.28
776,Real Fruit Juice Grape 1L,Beverages,1.0,5,3,8,7,1750,6.0,1,1,0.55
777,Real Fruit Juice Black Currant 1L,Beverages,1.0,5,3,8,7,1800,6.0,1,1,0.6
778,Sunfeast Marie Gold Mild Vanilla 250g,Bakery & Snacks,0.25,3,2,3,3,1650,12.0,1,1,0.3
779,Sunfeast Marie Gold Elaichi 250g,Bakery & Snacks,0.25,3,2,3,3,1700,12.0,1,1,0.3
780,Sunfeast Monaco Classic Salt 82g,Bakery & Snacks,0.082,3,2,3,3,1750,12.0,1,1,0.18
781,Yippee! Noodle Soup Chicken 70g,Ready-to-Eat,0.07,4,2,5,4,1800,6.0,1,1,0.22
782,Yippee! Noodle Soup Veg 70g,Ready-to-Eat,0.07,4,2,5,4,1850,6.0,1,1,0.22
783,Ashirvaad Instant Mysore Bonda Mix 100g,Ready-to-Eat,0.1,3,3,7,6,900,9.0,1,1,0.25
784,Ashirvaad Instant Medu Vada Mix 100g,Ready-to-Eat,0.1,3,3,7,6,950,9.0,1,1,0.25
785,Ashirvaad Instant Rava Kesari Mix 100g,Ready-to-Eat,0.1,3,2,4,4,1000,12.0,1,1,0.25
786,Sunfeast Dark Fantasy Oreo Choco 150g,Bakery & Snacks,0.15,4,3,4,3,1900,9.0,1,1,0.45
787,Sunfeast Bounce Chocolate Energy Biscuits 150g,Bakery & Snacks,0.15,3,2,3,3,1950,12.0,1,1,0.35
788,Ashirvaad Ready Meals Chicken Biryani 285g,Ready-to-Eat,0.285,4,3,6,6,1200,9.0,1,1,0.55
789,Ashirvaad Ready Meals Mutton Curry 300g,Ready-to-Eat,0.3,4,3,7,6,1250,9.0,1,1,0.6
790,Ashirvaad Ready Meals Fish Curry 300g,Ready-to-Eat,0.3,4,3,7,6,1300,9.0,1,1,0.55
791,B Natural Passion Fruit Juice 1L,Beverages,1.0,5,3,8,7,1850,6.0,1,1,0.58
792,B Natural Jamun Juice 1L,Beverages,1.0,5,3,8,7,1900,6.0,1,1,0.55
793,Real Fruit Juice Sitaphal 1L,Beverages,1.0,5,3,8,7,1950,6.0,1,1,0.6
794,Sunfeast Farmlite Veggie Maria 150g,Bakery & Snacks,0.15,3,2,3,3,2000,12.0,1,1,0.35
795,Yippee! Pasta Star Twinkle 70g,Ready-to-Eat,0.07,4,2,5,4,2050,6.0,1,1,0.2
796,Ashirvaad Instant Appam Mix 200g,Grains & Staples,0.2,4,3,7,6,900,9.0,1,1,0.28
797,Ashirvaad Instant Puttu Mix 200g,Grains & Staples,0.2,4,2,4,4,950,12.0,1,1,0.3
798,Ashirvaad Instant Akki Roti Mix 200g,Grains & Staples,0.2,4,2,3,3,1000,12.0,1,1,0.28
799,Sunfeast The Sport Active Oats 250g,Bakery & Snacks,0.25,3,2,3,3,2100,12.0,1,1,0.4
800,Ashirvaad Instant Ragi Java Mix 200g,Grains & Staples,0.2,4,2,4,4,1050,12.0,1,1,0.35
